Module,num,Kind,Table,No,BusinessTerm,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,RelationObjectClassTermQualifier,RelationObjectClassTerm,Level,PK_REF,ATTRIBUTE,DOMAIN
4.P2P,323,RLBIE,AP ADJUSTMENT DETAILS,790,Business Segment X,Account Payable Adjustment Details_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Account Payable Adjustment Details,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
4.P2P,324,IDBIE,AP CASH APPLICATION,792,Account Payable Cash Application ID,Account Payable Cash Application_ List. ID,The unique identifier for each application of cash from a payment to each invoice. Typically auto-generated by the system.,Account Payable Cash Application,List,Identification,Code,,,,,,PK,AP APPLICATION ID,IDENTIFIER 100
4.P2P,325,ASBIE,,793,Accounting Period,Account Payable Cash Application_ List. Defined. Accounting Period,,Account Payable Cash Application,List,Defined,Code,,,,,,,,
4.P2P,326,BBIE,AP CASH APPLICATION,794,Fiscal Year,Account Payable Cash Application_ List. Fiscal Year. Year_ Code,"Fiscal year in which the AP_Application_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Account Payable Cash Application,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
4.P2P,327,BBIE,AP CASH APPLICATION,795,Accounting Period,Account Payable Cash Application_ List. Accounting Period. Period_ Code,"Accounting period in which the AP_Application_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Account Payable Cash Application,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
4.P2P,328,BBIE,AP CASH APPLICATION,796,,Account Payable Cash Application_ List. Application Date. Code,"The date of the cash application transaction, regardless of the date the transaction is created.",Account Payable Cash Application,List,Application Date,Code,,,,,,,AP APPLICATION DATE,DATE
4.P2P,329,RLBIE,AP CASH APPLICATION,797,Supplier Account ID,Account Payable Cash Application_ List. Supplier Account ID. Supplier,The unique identifier for the supplier to whom payment is due or from whom unused credits have been received. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,Account Payable Cash Application,List,Supplier Account ID,Code,,,,Supplier,,REF,SUPPLIER ACCOUNT ID,IDENTIFIER 100
4.P2P,330,RLBIE,AP CASH APPLICATION,798,Payment ID,Account Payable Cash Application_ List. Payment ID. Payment Made,"The unique identifier for the transactional document, from which AP is derived. Typically auto-generated by the system. Shall match the Payment_ID in the AP_Payments_Made table.",Account Payable Cash Application,List,Payment ID,Code,,,,Payment Made,,REF,PAYMENT ID,IDENTIFIER 60
4.P2P,331,RLBIE,AP CASH APPLICATION,799,Invoice ID,Account Payable Cash Application_ List. Invoice ID. Received_ Invoice,"The unique identifier for each invoice, from which AP is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at supplier (not invoice) level. Otherwise shall match the Invoice_ID in the PUR_Invoices_Received table.",Account Payable Cash Application,List,Invoice ID,Code,,,Received,Invoice,,REF,INVOICE ID,IDENTIFIER 60
4.P2P,332,RLBIE,AP CASH APPLICATION,800,Settlement Method Code,Account Payable Cash Application_ List. Settlement Method Code.,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned to the debt by the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",Account Payable Cash Application,List,Settlement Method Code,Code,,,,,,REF,SETTLEMENT METHOD CODE,IDENTIFIER 60
4.P2P,333,BBIE,AP CASH APPLICATION,801,Remark,Account Payable Cash Application_ List. Remark. Code,Freeform text description.,Account Payable Cash Application,List,Remark,Code,,,,,,,REMARK,TEXT 500
4.P2P,334,RLBIE,AP CASH APPLICATION,802,Defined,Account Payable Cash Application_ List. Defined. Debit_ Chart Of Accounts,The number of GL account on which the debit side of the transaction has been posted. The number is usually generated by manual input or automated using system based rules. Shall match the GL_Account_Number used in the BAS_Chart_Of_Accounts.,Account Payable Cash Application,List,Defined,Code,,,Debit,Chart Of Accounts,,REF,GL DEBIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
4.P2P,335,RLBIE,AP CASH APPLICATION,803,Defined,Account Payable Cash Application_ List. Defined. Credit_ Chart Of Accounts,The number of GL account on which the credit side of the transaction has been posted. The number is usually generated by manual input or automated using system based rules. Shall match the GL_Account_Number used in the BAS_Chart_Of_Accounts.,Account Payable Cash Application,List,Defined,Code,,,Credit,Chart Of Accounts,,REF,GL CREDIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
4.P2P,336,BBIE,AP CASH APPLICATION,804,Transaction Amount,Account Payable Cash Application_ List. Transaction Amount. Code,,Account Payable Cash Application,List,Transaction Amount,Code,,,,,,,TRANSACTION AMOUNT,has
4.P2P,337,ASBIE,AP CASH APPLICATION,805,Approved,Account Payable Cash Application_ List. was. Approved_ Handling,,Account Payable Cash Application,List,was,Code,,,,,,,APPROVED,was
4.P2P,338,ASBIE,AP CASH APPLICATION,806,Created,Account Payable Cash Application_ List. was. Created_ Handling,,Account Payable Cash Application,List,was,Code,,,,,,,CREATED,was
4.P2P,339,ASBIE,AP CASH APPLICATION,807,Last Modified,Account Payable Cash Application_ List. was. Last Modified_ Handling,,Account Payable Cash Application,List,was,Code,,,,,,,LAST MODIFIED,was
4.P2P,340,RLBIE,AP CASH APPLICATION,808,Defned,Account Payable Cash Application_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Account Payable Cash Application,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
4.P2P,341,IDBIE,,810,Open Account Payable ID,Open Account Payable_ List. ID,,Open Account Payable,List,Identification,Code,,,,,,PK,,
4.P2P,342,BBIE,AP OPEN ACCOUNT PAYABLE,811,Transaction ID,Open Account Payable_ List. Transaction ID. Code,The unique identifier for each transaction of open AP includes invoice and cash paid. Typically auto-generated by the system.,Open Account Payable,List,Transaction ID,Code,,,,,,,TRANSACTION ID,IDENTIFIER 60
4.P2P,343,ASBIE,AP OPEN ACCOUNT PAYABLE,812,Balance Amount,Open Account Payable_ List. has a. Balance_ Multi Currency Amount,,Open Account Payable,List,has a,Code,,,,,,,BALANCE AMOUNT,has a
4.P2P,344,BBIE,AP OPEN ACCOUNT PAYABLE,813,Transaction Amount,Open Account Payable_ List. Transaction Amount. Code,,Open Account Payable,List,Transaction Amount,Code,,,,,,,TRANSACTION AMOUNT,has
4.P2P,345,BBIE,AP OPEN ACCOUNT PAYABLE,814,Invoice ID,Open Account Payable_ List. Invoice ID. Code,"The unique identifier for each invoice, from which AP is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at supplier (not invoice) level. Otherwise shall match the Invoice_ID in the PUR_Invoices_Received table.",Open Account Payable,List,Invoice ID,Code,,,,,,,INVOICE ID,IDENTIFIER 60
4.P2P,346,BBIE,AP OPEN ACCOUNT PAYABLE,815,Supplier Account ID,Open Account Payable_ List. Supplier Account ID. Code,The unique identifier for the supplier to whom payment is expected or from whom unused credits have been applied. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,Open Account Payable,List,Supplier Account ID,Code,,,,,,,SUPPLIER ACCOUNT ID,IDENTIFIER 100
4.P2P,347,BBIE,AP OPEN ACCOUNT PAYABLE,816,Purchase Contract ID,Open Account Payable_ List. Purchase Contract ID. Code,"The unique identifier for the purchase contract, from which AP is derived. Typically auto-generated by the system. May be set to NULL if no Purchase_Contract_ID. Otherwise shall match the Purchase_Contract_ID in the PUR_Contracts table.",Open Account Payable,List,Purchase Contract ID,Code,,,,,,,PURCHASE CONTRACT ID,IDENTIFIER 60
4.P2P,348,BBIE,AP OPEN ACCOUNT PAYABLE,817,Project ID,Open Account Payable_ List. Project ID. Code,"The unique identifier for the project, from which AP is derived. Typically auto-generated by the system. May be set to NULL if no Project_ID. Otherwise shall match the Project_ID in the BAS_Project table.",Open Account Payable,List,Project ID,Code,,,,,,,PROJECT ID,IDENTIFIER 60
4.P2P,349,BBIE,AP OPEN ACCOUNT PAYABLE,818,Fiscal Year,Open Account Payable_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Transaction_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Open Account Payable,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
4.P2P,350,BBIE,AP OPEN ACCOUNT PAYABLE,819,Accounting Period,Open Account Payable_ List. Accounting Period. Period_ Code,"Accounting period in which the Transaction_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Open Account Payable,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
4.P2P,351,BBIE,AP OPEN ACCOUNT PAYABLE,820,Date,Open Account Payable_ List. Transaction Date. Code,"The date of the transaction, regardless of the date the transation is created. This is the date from which the due date is calculated based on the invoice terms.",Open Account Payable,List,Transaction Date,Code,,,,,,,TRANSACTION DATE,DATE
4.P2P,352,BBIE,AP OPEN ACCOUNT PAYABLE,821,Journal ID,Open Account Payable_ List. Journal ID. Code,The unique identifier for each journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Open Account Payable,List,Journal ID,Code,,,,,,,JOURNAL ID,IDENTIFIER 100
4.P2P,353,BBIE,AP OPEN ACCOUNT PAYABLE,822,Date,Open Account Payable_ List. Transaction Due Date. Code,"The date payment is due from the supplier. Not all transactions will have a due date. If no due date, may be set to NULL; for example, credit memos. Aging of a receivable is usually calculated based on this date.",Open Account Payable,List,Transaction Due Date,Code,,,,,,,TRANSACTION DUE DATE,DATE
4.P2P,354,BBIE,AP OPEN ACCOUNT PAYABLE,823,Reference Number,Open Account Payable_ List. Reference Number. Code,"The number of an internally or externally generated transaction; for example, check number, wire transfer number, or original document ID.",Open Account Payable,List,Reference Number,Code,,,,,,,REFERENCE NUMBER,TEXT 100
4.P2P,355,BBIE,AP OPEN ACCOUNT PAYABLE,824,Date,Open Account Payable_ List. Reference Date. Code,"The date on an internally or externally generated transaction; for example, check date or wire transfer date.",Open Account Payable,List,Reference Date,Code,,,,,,,REFERENCE DATE,DATE
4.P2P,356,BBIE,AP OPEN ACCOUNT PAYABLE,825,Remark,Open Account Payable_ List. Remark. Code,Freeform text description.,Open Account Payable,List,Remark,Code,,,,,,,REMARK,TEXT 500
4.P2P,357,BBIE,AP OPEN ACCOUNT PAYABLE,826,Grouping Code,Open Account Payable_ List. Grouping Code. Code,The code of grouping related items for different purposes.,Open Account Payable,List,Grouping Code,Code,,,,,,,GROUPING CODE,TEXT 100
4.P2P,358,RLBIE,AP OPEN ACCOUNT PAYABLE,827,Defned,Open Account Payable_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Open Account Payable,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
4.P2P,359,IDBIE,AP PAYMENT MADE,829,Payment ID,Payment Made_ List. ID,The unique identifier for each transaction of cash paid. Typically auto-generated by the system.,Payment Made,List,Identification,Code,,,,,,PK,PAYMENT ID,IDENTIFIER 60
4.P2P,360,BBIE,AP PAYMENT MADE,830,Payment Number,Payment Made_ List. Payment Number. Code,"The number of the transactional document, from which AP is derived. The number is usually generated by manual input or automated using system based rules.",Payment Made,List,Payment Number,Code,,,,,,,PAYMENT NUMBER,TEXT 100
4.P2P,361,BBIE,AP PAYMENT MADE,831,Supplier Account ID,Payment Made_ List. Supplier Account ID. Code,The unique identifier for the supplier to whom payment is paid or from whom credits have been applied. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,Payment Made,List,Supplier Account ID,Code,,,,,,,SUPPLIER ACCOUNT ID,IDENTIFIER 100
4.P2P,362,BBIE,AP PAYMENT MADE,832,Transaction Amount,Payment Made_ List. Transaction Amount. Code,,Payment Made,List,Transaction Amount,Code,,,,,,,TRANSACTION AMOUNT,has
4.P2P,363,ASBIE,AP PAYMENT MADE,833,Approved,Payment Made_ List. was. Approved_ Handling,,Payment Made,List,was,Code,,,,,,,APPROVED,was
4.P2P,364,ASBIE,AP PAYMENT MADE,834,Created,Payment Made_ List. was. Created_ Handling,,Payment Made,List,was,Code,,,,,,,CREATED,was
4.P2P,365,ASBIE,AP PAYMENT MADE,835,Last Modified,Payment Made_ List. was. Last Modified_ Handling,,Payment Made,List,was,Code,,,,,,,LAST MODIFIED,was
4.P2P,366,BBIE,AP PAYMENT MADE,836,Purchase Contract ID,Payment Made_ List. Purchase Contract ID. Code,"The unique identifier for the purchase contract, from which AP is derived. Typically auto-generated by the system. May be set to NULL if no Purchase _Contract_ID. Otherwise shall match the Purchase_Contract_ID in the PUR_Contracts table.",Payment Made,List,Purchase Contract ID,Code,,,,,,,PURCHASE CONTRACT ID,IDENTIFIER 60
4.P2P,367,BBIE,AP PAYMENT MADE,837,Project ID,Payment Made_ List. Project ID. Code,"The unique identifier for the project, from which AP is derived. Typically auto-generated by the system. May be set to NULL if no Project_ID. Otherwise shall match the Project_ID in the BAS_Project table.",Payment Made,List,Project ID,Code,,,,,,,PROJECT ID,IDENTIFIER 60
4.P2P,368,BBIE,AP PAYMENT MADE,838,Journal ID,Payment Made_ List. Journal ID. Code,The unique identifier for a journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Payment Made,List,Journal ID,Code,,,,,,,JOURNAL ID,IDENTIFIER 100
4.P2P,369,BBIE,AP PAYMENT MADE,839,Fiscal Year,Payment Made_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Payment_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Payment Made,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
4.P2P,370,BBIE,AP PAYMENT MADE,840,Accounting Period,Payment Made_ List. Accounting Period. Period_ Code,"Accounting period in which the Payment_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Payment Made,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
