Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	"Definition
Mandatory"	Object Class Term	Property Term	Representation Term	Associated Object Class	Business Term(s)	Usage Rule(s)	Occurrence Min	Occurrence Max	Short Name
UN00001393	BCC	Data Node. Sequence. Numeric	A number representing the sequence of this data node among all other data nodes at the same level in the hierarchical tree.	Data Node	Sequence	Numeric				0	unbounded	Sequence Number
UN00004958	BCC	Data Node. Planning Level. Code	A code specifying the planning level of this data node.	Data Node	Planning Level	Code				0	unbounded	Planning Level Code
UN00004959	BCC	Data Node. Completion. Percent	A percent of the completion of this data node.	Data Node	Completion	Percent				0	unbounded	Completion Percent
UN00007380	BCC	Data Node. Version. Identifier	An identifier of a version of this data node.	Data Node	Version	Identifier				0	unbounded	Version ID
UN00007175	BCC	Data Node. Value. Text	"A value, expressed as text, for this data node."	Data Node	Value	Text				0	unbounded	Value Text
UN00007606	BCC	Data Node. Type. Code	A code specifying a type for this data node.	Data Node	Type	Code				0	unbounded	Type Code
UN00001394	ASCC	Data Node. Subordinate. Data Node	A data node that is subordinate to this data node.	Data Node	Subordinate		Data Node			0	unbounded	Subordinate Data Node
UN00004960	ASCC	Data Node. Effective. Period	A period of time for which this data node is effective.	Data Node	Effective		Period			0	unbounded	Effective Period
UN00007985	ASCC	Data Node. Value. Binary File	"A value, expressed in a binary file, for this data node ."	Data Node	Value		Binary File			0	unbounded	Value Binary File
UN00004718	ACC	Data Set. Details	"A collection of data, usually presented in tabular form."	Data Set								Data Set
UN00004719	BCC	Data Set. Identification. Identifier	A unique identifier for this data set.	Data Set	Identification	Identifier				0	unbounded	ID
UN00004721	BCC	Data Set. Description. Text	A textual description for this data set.	Data Set	Description	Text				0	unbounded	Description
UN00004720	BCC	Data Set. Raw Data. Indicator	The indication of whether or not this data set is raw data.	Data Set	Raw Data	Indicator				0	1	Raw Data Indicator
UN00007171	BCC	Data Set. Origin. Text	"An origin, expressed as text, of this data set."	Data Set	Origin	Text				0	unbounded	Origin Text
UN00007172	BCC	Data Set. Name. Text	"A name, expressed as text, of this data set."	Data Set	Name	Text				0	unbounded	Name
UN00007173	ASCC	Data Set. Specified. Version	A version specified for this data set.	Data Set	Specified		Version			0	unbounded	Specified Version
UN00007174	ASCC	Data Set. Contained. Data Node	A data node contained in this data set.	Data Set	Contained		Data Node			0	unbounded	Contained Data Node
UN00006675	ACC	Data Structure. Details	"A collection of metadata concepts, their structure and usage, when used to collect or disseminate data."	Data Structure								Data Structure
UN00006676	ASCC	Data Structure. Manager. Maintainable Artefact	The maintainable artefact which manages the maintenance of this data structure.	Data Structure	Manager		Maintainable Artefact			0	1	Manager Maintainable Artefact
UN00006677	ASCC	Data Structure. Specified. Statistical Dimension Set	The set of statistical dimensions specified for this data structure.	Data Structure	Specified		Statistical Dimension Set			0	1	Specified Statistical Dimension Set
UN00006678	ASCC	Data Structure. Specified. Statistical Dimension Group	A group of statistical dimensions specified for this data structure.	Data Structure	Specified		Statistical Dimension Group			0	unbounded	Specified Statistical Dimension Group
UN00006679	ASCC	Data Structure. Specified. Statistical Attribute Set	The set of statistical attributes specified for this data structure.	Data Structure	Specified		Statistical Attribute Set			0	1	Specified Statistical Attribute Set
UN00006680	ASCC	Data Structure. Specified. Statistical Measure Set	The set of statistical measures specified for this data structure.	Data Structure	Specified		Statistical Measure Set			0	1	Specified Statistical Measure Set
UN00004890	ACC	Day Book. Details	A book in which the debits and credits which occur day by day are set down. These are ultimately sorted into the ledger.	Day Book								Day Book
UN00004891	BCC	Day Book. Identification. Identifier	The unique identifier for this day book.	Day Book	Identification	Identifier				0	1	ID
UN00004892	BCC	Day Book. Comment. Text	"The comment, expressed as text, for this day book."	Day Book	Comment	Text				0	1	Comment
UN00004950	ASCC	Day Book. Specified. Accounting Period	An accounting period specified for this day book.	Day Book	Specified		Accounting Period			0	unbounded	Specified Accounting Period
UN00006531	ASCC	Day Book. Included. Accounting Voucher	An accounting voucher included in this day book.	Day Book	Included		Accounting Voucher			0	unbounded	Included Accounting Voucher
UN00008273	ASCC	Day Book. Included. Accounting Journal	An accounting journal included in this day book.	Day Book	Included		Accounting Journal			0	unbounded	Included Accounting Journal
UN00003970	ACC	Declaration Requirement. Details	"A set of periodic declarations that have to be made, such as against an insurance policy or coverage to declare updated underwriting data."	Declaration Requirement								Declaration Requirement
UN00003971	BCC	Declaration Requirement. Identification. Identifier	The unique identifier of this declaration requirement.	Declaration Requirement	Identification	Identifier				0	1	ID
UN00003972	BCC	Declaration Requirement. Item Type. Code	"The code specifying a type of item that is required in this declaration, such as turnover, number of employees, or fire system inspection."	Declaration Requirement	Item Type	Code				0	1	Item Type Code
UN00003973	BCC	Declaration Requirement. Submission Tolerance Period. Measure	The measure of the submission tolerance period for this declaration requirement.	Declaration Requirement	Submission Tolerance Period	Measure				0	1	Submission Tolerance Period Measure
UN00007698	BCC	Declaration Requirement. Channel. Code	The code specifying the channel used to fulfil this declaration requirement.	Declaration Requirement	Channel	Code				0	1	Channel Code
UN00007699	BCC	Declaration Requirement. Method. Code	The code specifying the method used to fulfil this declaration requirement.	Declaration Requirement	Method	Code				0	1	Method Code
UN00007700	BCC	Declaration Requirement. Obligation Type. Code	The code specifying the type of obligation to fulfil this declaration requirement.	Declaration Requirement	Obligation Type	Code				0	1	Obligation Type Code
UN00007701	BCC	Declaration Requirement. Rendered To. Code	The code specifying the party to whom this declaration requirement has to be rendered.	Declaration Requirement	Rendered To	Code				0	1	Rendered To
UN00007702	BCC	Declaration Requirement. Source. Code	The code specifying the source of this declaration requirement.	Declaration Requirement	Source	Code				0	1	Source Code
UN00007703	BCC	Declaration Requirement. Status. Code	"The code specifying the status of this declaration requirement, such as estimated, final or correction."	Declaration Requirement	Status	Code				0	1	Status Code
UN00007704	ASCC	Declaration Requirement. Auditing. Party	A party performing the auditing for this declaration requirement.	Declaration Requirement	Auditing		Party			0	unbounded	Auditing Party
UN00003974	ASCC	Declaration Requirement. Specified. Declaration Schedule	The declaration schedule specified for this declaration requirement.	Declaration Requirement	Specified		Declaration Schedule			0	1	Specified Declaration Schedule
UN00003975	ACC	Declaration Schedule. Details	"The scheduling of periodic declarations that have to be made, such as against an insurance policy."	Declaration Schedule								Declaration Schedule
UN00003976	BCC	Declaration Schedule. Declaration Required. Date Time	"The date, time, date time or other date time value when the declaration is required to be made for this declaration schedule."	Declaration Schedule	Declaration Required	Date Time			"If a declaration frequency is given, this is the date of the first declaration."	0	1	Declaration Required Date Time
UN00003977	BCC	Declaration Schedule. Declaration Required Frequency. Code	"The code specifying the frequency that declarations are required to be made in this declaration schedule, such as monthly, quarterly, six monthly, yearly, every two years."	Declaration Schedule	Declaration Required Frequency	Code				0	1	Declaration Required Frequency Code
UN00005831	ACC	Declaration. Details	"An act of notification by formal documentation or action, in any form prescribed or accepted, such as a goods declaration to customs."	Declaration								Declaration
UN00005832	BCC	Declaration. Identification. Identifier	An identifier for this declaration.	Declaration	Identification	Identifier				0	unbounded	ID
UN00005833	BCC	Declaration. Specified. Date Time	"A date, time, date time or other date time value specified for this declaration."	Declaration	Specified	Date Time				0	unbounded	Specified Date Time
UN00005834	BCC	Declaration. Associated. Date Time	"A date, time, date time or other date time value associated with this declaration."	Declaration	Associated	Date Time				0	unbounded	Associated Date Time
UN00005835	BCC	Declaration. Specified. Measure	A measure specified for this declaration.	Declaration	Specified	Measure				0	unbounded	Specified Measure
UN00005836	BCC	Declaration. Specified. Quantity	A quantity specified for this declaration.	Declaration	Specified	Quantity				0	unbounded	Specified Quantity
UN00005837	BCC	Declaration. Specified. Amount	A monetary value specified for this declaration.	Declaration	Specified	Amount				0	unbounded	Specified Amount
UN00005838	BCC	Declaration. Jurisdiction Entry. Date Time	"The date, time, date time or other date time value when the items which are a subject of this declaration enter a jurisdiction, such as the actual date of arrival of a means of transport."	Declaration	Jurisdiction Entry	Date Time				0	1	Jurisdiction Entry Date Time
UN00005858	BCC	Declaration. Version. Identifier	"The identifier for the version of this declaration, such as a sequential number."	Declaration	Version	Identifier				0	1	Version ID
UN00008040	BCC	Declaration. Type. Code	"A code specifying a type of declaration, such as a goods declaration or cargo report."	Declaration	Type	Code				0	unbounded	Type Code
UN00008041	BCC	Declaration. Procedure. Code	A code specifying a procedure for this declaration.	Declaration	Procedure	Code				0	unbounded	Procedure Code
UN00008042	BCC	Declaration. Currency Exchange. Rate	A rate of currency exchange for this declaration.	Declaration	Currency Exchange	Rate				0	unbounded	Currency Exchange Rate
