Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	Short Name	"Definition
Mandatory"	Publication comments	Object Class Term Qualifier(s)	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Business Process	Product	Industry	Region (Geopolitical)	Official Constraints	Role	Supporting Role	System Constraints	Example(s)	BIE/CC/DT Version	Ref Library Version	Submitter Name	Ref Component UN ID	Ref CR ID	Unique submitter ID	CR Status Date	CR Status	Library Maintenance Comment	TDED
UN01009429	BBIE	AAA Entry_ Accounting Line Monetary Value. Achieved Work Category. Identifier	Achieved Work Category ID	The unique identifier of the achieved category of work for this AAA entry accounting line monetary value.		AAA Entry	Accounting Line Monetary Value		Achieved Work Category		Identifier						9	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009430	BBIE	AAA Entry_ Accounting Line Monetary Value. Distribution Key. Identifier	Distribution Key ID	The unique identifier for the distribution key of this AAA entry accounting line monetary value.		AAA Entry	Accounting Line Monetary Value		Distribution Key		Identifier						10	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009431	BBIE	AAA Entry_ Accounting Line Monetary Value. Perquisite. Code	Perquisite Code	"The code specifying the type of perquisite for this AAA entry accounting line monetary value, such as food, accommodation or car."		AAA Entry	Accounting Line Monetary Value		Perquisite	Accounting Perquisite	Code	UN02000135					11	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009432	BBIE	AAA Entry_ Accounting Line Monetary Value. Refund Method. Code	Refund Method Code	"The code specifying the method of refunding for this AAA entry accounting line monetary value, such as contractual allowance, direct refunding or entity reimbursement."		AAA Entry	Accounting Line Monetary Value		Refund Method	Refund Method	Code	UN02000136					12	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009433	BBIE	AAA Entry_ Accounting Line Monetary Value. Remuneration Type. Identifier	Remuneration Type ID	The remuneration type identifier for this AAA entry accounting line monetary value.		AAA Entry	Accounting Line Monetary Value		Remuneration Type		Identifier						13	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010220	BBIE	AAA Entry_ Accounting Line Monetary Value. Matching. Date Time	Matching Date Time	"The date, date time, or other date time value at which this AAA entry accounting line monetary value was matched."		AAA Entry	Accounting Line Monetary Value		Matching		Date Time						14	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009434	ASBIE	AAA Entry_ Accounting Line Monetary Value. Booking. AAA Entry_ Accounting Account	Booking Accounting Account	A specific accounting account to which this AAA entry accounting line monetary value is booked.		AAA Entry	Accounting Line Monetary Value		Booking				AAA Entry	Accounting Account			1	1	unbounded	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009377	ABIE	AAA Entry_ Accounting Voucher. Details	AAA Entry Accounting Voucher	"A document that assesses the reality of an operation, authenticates its conclusion and is used in an AAA (Accounting and Audit) entry recording and for audit control matters."		AAA Entry	Accounting Voucher													"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009378	BBIE	AAA Entry_ Accounting Voucher. Storage Location. Text	Storage Location Text	"The storage location, expressed as text, for this AAA entry accounting voucher."		AAA Entry	Accounting Voucher		Storage Location		Text						1	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009379	BBIE	AAA Entry_ Accounting Voucher. Receiving Department. Text	Receiving Department Text	"The receiving department, expressed as text, for this AAA entry accounting voucher."		AAA Entry	Accounting Voucher		Receiving Department		Text						2	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009380	BBIE	AAA Entry_ Accounting Voucher. Identification. Identifier	ID	The unique identifier for this AAA entry accounting voucher.		AAA Entry	Accounting Voucher		Identification		Identifier						3	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009381	BBIE	AAA Entry_ Accounting Voucher. Medium. Code	Medium Code	"The code specifying the medium for this AAA entry accounting voucher, such as VAN, Internet, Optical Disk, DVD, CD-ROM, USB Key, EDI, XML, or paper."		AAA Entry	Accounting Voucher		Medium	Accounting Voucher Medium	Code	UN02000109					4	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009382	BBIE	AAA Entry_ Accounting Voucher. Tax Point. Date Time	Tax Point Date Time	"The date, time, date time, or other date time value of the tax point for this AAA entry accounting voucher."		AAA Entry	Accounting Voucher		Tax Point		Date Time						5	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009383	BBIE	AAA Entry_ Accounting Voucher. Imported File. Identifier	Imported File ID	"The unique identifier for the imported file containing this AAA entry accounting voucher, such as in the case of an accounting system migration."		AAA Entry	Accounting Voucher		Imported File		Identifier						6	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009384	BBIE	AAA Entry_ Accounting Voucher. Attachment. Binary Object	Attached Binary Object	The binary object that is attached or otherwise appended to this AAA entry accounting voucher.		AAA Entry	Accounting Voucher		Attachment		Binary Object						7	0	1	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009385	ASBIE	AAA Entry_ Accounting Voucher. Related. AAA Entry_ Document	Related Document	An evidence document related to this AAA entry accounting voucher.		AAA Entry	Accounting Voucher		Related				AAA Entry	Document			1	0	unbounded	"Accounting, audit"	"Accounting, audit"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009282	ABIE	AAA Entry_ Binary File. Details	AAA Entry Binary File	A computer file or program stored in the AAA (Accounting And Audit) entry binary format.		AAA Entry	Binary File													"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009283	BBIE	AAA Entry_ Binary File. Identification. Identifier	ID	The identifier for this AAA entry binary file.		AAA Entry	Binary File		Identification		Identifier						1	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009284	BBIE	AAA Entry_ Binary File. Title. Text	Title	"The title, expressed as text, for this AAA entry binary file."		AAA Entry	Binary File		Title		Text						2	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009285	BBIE	AAA Entry_ Binary File. Author Name. Text	Author Name	"An author name, expressed as text, of this AAA entry binary file."		AAA Entry	Binary File		Author Name		Text						3	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009286	BBIE	AAA Entry_ Binary File. Version. Identifier	Version ID	The version identifier for this AAA entry binary file.		AAA Entry	Binary File		Version		Identifier						4	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009287	BBIE	AAA Entry_ Binary File. File Name. Text	File Name	"The name, expressed as text, of this AAA entry binary file."		AAA Entry	Binary File		File Name		Text						5	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009288	BBIE	AAA Entry_ Binary File. URI. Identifier	URI	The Uniform Resource Identifier (URI) for this AAA entry binary file.		AAA Entry	Binary File		URI		Identifier						6	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009289	BBIE	AAA Entry_ Binary File. Included. Binary Object	Included Binary Object	A binary object included in this AAA entry binary file.		AAA Entry	Binary File		Included		Binary Object						7	1	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009290	BBIE	AAA Entry_ Binary File. Access. Text	Access Text	"The access information, expressed as text, for this AAA entry binary file such as security and download parameters."		AAA Entry	Binary File		Access		Text						8	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009291	BBIE	AAA Entry_ Binary File. Description. Text	Description	The textual description of this AAA entry binary file.		AAA Entry	Binary File		Description		Text						9	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009292	BBIE	AAA Entry_ Binary File. Size. Measure	Size	The measure of the size of this AAA entry binary file.		AAA Entry	Binary File		Size		Measure						10	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009293	ASBIE	AAA Entry_ Binary File. Access Availability. AAA_ Period	Access Availability Period	The access availability period of this AAA entry binary file.		AAA Entry	Binary File		Access Availability				AAA	Period			1	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01008895	ABIE	AAA Entry_ Capital Asset Amortization. Details	AAA Entry Capital Asset Amortization	The distribution of the cost of an AAA (Accounting And Audit) entry capital asset with respect to its lifetime duration.		AAA Entry	Capital Asset Amortization													"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01008896	BBIE	AAA Entry_ Capital Asset Amortization. Lifetime Duration. Measure	Lifetime Duration Measure	"The measure of the lifetime duration of this AAA entry capital asset amortization, such as a number of months or years."		AAA Entry	Capital Asset Amortization		Lifetime Duration		Measure						1	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01008897	BBIE	AAA Entry_ Capital Asset Amortization. Basis. Amount	Basis Amount	The monetary value of this AAA entry capital asset that is the basis for amortization.		AAA Entry	Capital Asset Amortization		Basis		Amount						2	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01008898	BBIE	AAA Entry_ Capital Asset Amortization. Lifetime Production Capacity. Quantity	Lifetime Production Capacity Quantity	The lifetime production capacity quantity for this AAA entry capital asset amortization.		AAA Entry	Capital Asset Amortization		Lifetime Production Capacity		Quantity						3	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01008899	BBIE	AAA Entry_ Capital Asset Amortization. Method. Code	Method Code	"The code specifying the method of AAA entry capital asset amortization, such as straight-line, decreasing charge or softy."		AAA Entry	Capital Asset Amortization		Method	Amortization Method	Code	UN02000137					4	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01008900	BBIE	AAA Entry_ Capital Asset Amortization. Method Legal Reference. Identifier	Method Legal Reference ID	The identifier of the legal reference of the method of this AAA entry capital asset amortization.		AAA Entry	Capital Asset Amortization		Method Legal Reference		Identifier						5	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
