Module,num,Kind,Table,No,Name,DictionaryEntryName,Description,XBRLGL,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Level,PK_REF,RefField,RefTable,Occurrence
AR,273,RBIE,AR Cash Application,6,Invoice ID,ADC_ AR Cash Application. Originating. ADC_ Invoice Generated,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = invoice*,ADC,AR Cash Application,Originating,,String,%60s,ADC,Invoice Generated,1,REF,Invoice_ID,SAL_Invoices_Generated,1..1
AR,274,RBIE,AR Cash Application,7,Settlement Method Code,ADC_ AR Cash Application. Settlement Method. ADC_ Settlement Method,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",,ADC,AR Cash Application,Settlement Method,,String,%60s,ADC,Settlement Method,1,REF,Settlement_Method_Code,Settlement_Method,1..1
AR,275,ASBIE,AR Cash Application,8,Multicurrrency Amount,ADC_ AR Cash Application. Monetary Amount. ADC_ Multi Currency Amount,Transaction monetary amount recorded in the functional or group currency. No multi-currency translation should be performed on this amount because all transactions are recorded in a single currency.,gl-muc:multicurrencyDetail,ADC,AR Cash Application,Monetary Amount,,,,ADC,Multi Currency Amount,1,,,,1..1
AR,276,BBIE,AR Cash Application,9,Remark,ADC_ AR Cash Application. Remark,Freeform text description.,gl-cor:entryComment,ADC,AR Cash Application,Remark,Text,String,%500s,,,2,,,,0..1
AR,277,RBIE,AR Cash Application,10,GL Debit Account Number,ADC_ AR Cash Application. Debit_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID with gl-cor:accountPurposeDescription = debit-value in a second account structure,ADC,AR Cash Application,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
AR,278,RBIE,AR Cash Application,11,GL Credit Account Number,ADC_ AR Cash Application. Credit_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:mainAccountID with gl-cor:mainAccountPurposeDescriptio gl-cor:accountMainID with gl-cor:accountPurposeDescription n = credit-value in a second account structure,ADC,AR Cash Application,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
AR,279,ASBIE,AR Cash Application,12,Activity Records,ADC_ AR Cash Application. Recorded. ADC_ Activity Records,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,AR Cash Application,Recorded,,,,ADC,Activity Records,1,,,,1..1
AR,280,RBIE,AR Cash Application,13,Business Segment X,ADC_ AR Cash Application. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,AR Cash Application,X,,String,%25s,ADC,Business Segment,1,,,,1..n
AR,281,IDBIE,AR Adjustments,1,Adjustment ID,ADC_ AR Adjustment. ID,The unique identifier for the adjustment of record. Typically autogenerated by the system.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,AR Adjustment,Identification,Identifier,String,%100s,,,1,PK,,,1..1
AR,282,BBIE,AR Adjustments,2,Adjustment Number,ADC_ AR Adjustment. Adjustment  Number. Code,"The number of the adjustment of record. This number is generated either by manual input or by the system. This number can be created by concatenating fields to uniquely identify each transaction. EXAMPLE Serial number, document type, and adjustment date.",,ADC,AR Adjustment,Adjustment  Number,Code,String,%100s,,,1,,,,1..1
AR,283,BBIE,AR Adjustments,3,Adjustment Type Name,ADC_ AR Adjustment. Adjustment Type. Name,"The name of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer. EXAMPLE Credit memo, debit memo, finance charge and other adjustments.",gl-cor:documentType using provided enumerations or gl-cor:documentType = {other} and and gl-bus:paymentMethod.,ADC,AR Adjustment,Adjustment Type,Name,String,%60s,,,1,,,,1..1
AR,284,BBIE,AR Adjustments,4,Adjustment Document Number,ADC_ AR Adjustment. Adjustment Document Number. Code,"The number of an internally generated adjustment document. EXAMPLE Credit memo. The number is usually generated by manual input or is system generated. EXAMPLE Document number, document type, and year.",gl-cor:documentNumber,ADC,AR Adjustment,Adjustment Document Number,Code,String,%100s,,,1,,,,1..1
AR,285,RBIE,AR Adjustments,5,Invoice ID,ADC_ AR Adjustment. Originating. ADC_ Invoice Generated,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. This field represents the invoice against which the adjustment is applied, if relevant. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = invoice,ADC,AR Adjustment,Originating,,String,%60s,ADC,Invoice Generated,1,REF,Invoice_ID,SAL_Invoices_Generated,1..1
AR,286,RBIE,AR Adjustments,6,Journal ID,ADC_ AR Adjustment. Corresponding. ADC_ General Ledger Line,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,"Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,AR Adjustment,Corresponding,,String,%100s,ADC,General Ledger Line,2,REF,Journal_ID,GL_Details,0..1
AR,287,RBIE,AR Adjustments,7,Fiscal Period,ADC_ AR Adjustment. Fiscal Year. ADC_ Fiscal Period,"Accounting period in which the Adjustment_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADC,AR Adjustment,Fiscal Year,,String,%4c,ADC,Fiscal Period,1,REF,Fiscal_Year,BAS_Accounting_Period,1..1
AR,288,BBIE,AR Adjustments,9,Adjustment Date,ADC_ AR Adjustment. Adjustment. Date,"The date of the adjustment, regardless of the date the adjustment is created.",gl-cor:postingDate,ADC,AR Adjustment,Adjustment,Date,Date,%10c,,,1,,,,1..1
AR,289,RBIE,AR Adjustments,10,Customer Account ID,ADC_ AR Adjustment. Payer. ADC_ Customer,The unique identifier for the customer from whom payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,gl-cor:identifierCode with gl-cor:identifierType = customer,ADC,AR Adjustment,Payer,,String,%100s,ADC,Customer,1,REF,Customer_Account_ID,BAS_Customer,1..1
AR,290,ASBIE,AR Adjustments,11,Adjustment Multicurrrency Amount,ADC_ AR Adjustment. Monetary Amount. ADC_ Multi Currency Amount,Adjusted monetary amount recorded in the multi currency.,gl-muc:multicurrencyDetail,ADC,AR Adjustment,Monetary Amount,,,,ADC,Multi Currency Amount,1,,,,1..1
AR,291,ASBIE,AR Adjustments,12,Activity Records,ADC_ AR Adjustment. Recorded. ADC_ Activity Records,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,AR Adjustment,Recorded,,,,ADC,Activity Records,1,,,,1..1
AR,292,ASBIE,AR Adjustments,13,,ADC_ AR Adjustment. Charged. ADC_ Local TaxN,The amount of Tax1 included in the transaction. Recorded in local currency.,Use corresponding element of XBRL GL taxonomy.,ADC,AR Adjustment,Charged,,,,ADC,Local TaxN,1,,,,1..n
AR,293,RBIE,AR Adjustments,14,GL Debit Account Number,ADC_ AR Adjustment. Debit_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID with gl-cor:accountPurposeDescription = debit-value in a second account structure,ADC,AR Adjustment,GL Account Number,,String,%100s,ADC,Chart Of Accounts,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,0..1
AR,294,RBIE,AR Adjustments,15,GL Credit Account Number,ADC_ AR Adjustment. Credit_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID with gl-cor:accountPurposeDescription = credit-value in a second account structure,ADC,AR Adjustment,GL Account Number,,String,%100s,ADC,Chart Of Accounts,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,0..1
AR,295,RBIE,AR Adjustments,16,Business Segment X,ADC_ AR Adjustment. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,AR Adjustment,X,,String,%25s,ADC,Business Segment,1,,,,1..n
AR,296,ASBIE,AR Adjustments,17,Accounts Receivable Adjustment Line,ADC_ AR Adjustment. Defined. ADC_ AR Adjustment Line,Line item details for the invoices included in the AR_Adjustments are contained in Table 69. The file will record for each invoice line item impacted by each adjustment.,,ADC,AR Adjustment,Defined,,,,ADC,AR Adjustment Line,,,,,1..n
AR,297,RBIE,AR Adjustments Details,1,Adjustment ID,ADC_ AR Adjustment Line. Detail to Summary. ADC_ AP Adjustment,The unique identifier for the adjustment of record. Typically autogenerated by the system. Shall match the Adjustment_ID in the AR_Adjustments table.,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure.",ADC,AR Adjustment Line,Detail to Summary,,String,%100s,ADC,AP Adjustment,1,REF,Adjustment_ID,AR_Adjustments,1..1
AR,298,IDBIE,AR Adjustments Details,2,Adjustment Line ID,ADC_ AR Adjustment Line. ID,The unique identifier for the adjustment line. Typically autogenerated by the system.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,AR Adjustment Line,Identification,Identifier,String,%60s,,,1,PK,,,1..1
AR,299,BBIE,AR Adjustments Details,3,Adjustment Line Number,ADC_ AR Adjustment Line. Adjustment Line Number. Code,The number of the line item of the adjustment of record. This number is generated either by manual input or by the system.,gl-cor:lineNumber,ADC,AR Adjustment Line,Adjustment Line Number,Code,String,%10s,,,1,,,,1..1
AR,300,RBIE,AR Adjustments Details,4,Invoice ID,ADC_ AR Adjustment Line. Originating. ADC_ Invoice Generated,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. This field represents the invoice to which the adjustment is applied, if relevant. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated_Details table.",gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = invoice,ADC,AR Adjustment Line,Originating,,String,%60s,ADC,Invoice Generated,1,REF,Invoice_ID,SAL_Invoices_Generated_Details,1..1
AR,301,RBIE,AR Adjustments Details,5,Invoice Line ID,ADC_ AR Adjustment Line. Originating. ADC_ Invoice Generated Line,The unique identifier for an invoice line. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_Line_ID in the SAL_Invoices_Generated_Details table.,gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = invoice,ADC,AR Adjustment Line,Originating,,String,%60s,ADC,Invoice Generated Line,1,REF,Invoice_Line_ID,SAL_Invoices_Generated_Details,1..1
AR,302,RBIE,AR Adjustments Details,6,Journal ID,ADC_ AR Adjustment Line. Corresponding. ADC_ General Ledger Line,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,"Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,AR Adjustment Line,Corresponding,,String,%100s,ADC,General Ledger Line,2,REF,Journal_ID,GL_Details,0..1
AR,303,ASBIE,AR Adjustments Details,7,ADJ Line Multicurrrency Amount,ADC_ AR Adjustment Line. Monetary Amount. ADC_ Multi Currency Amount,Adjusted monetary amount recorded in the functional or group currency. No multi-currency translation should be performed on this amount because all transactions are recorded in a single currency.,gl-muc:multicurrencyDetail,ADC,AR Adjustment Line,Monetary Amount,,,,ADC,Multi Currency Amount,1,,,,1..1
