Module	#	Kind	Table	No.	Name	DictionaryEntryName	Description	XBRL_GL_TaxonomyElement	ObjectClassTermQualifier	ObjectClassTerm	PropertyTermQualifier	PropertyTerm	DatatypeQualifier	RepresentationTerm	AssociatedObjectClassTermQualifier	AssociatedObjectClass	Datatype	Representation	Level	Key	RefField	RefTable	OccurrenceMin	OccurrenceMax
Sales	35	ASBIE	SAL Contracts Details	12		ADC_ Sales Contract Line. Charged. ADC_ Transaction TaxN	The amount of Tax1 included in the transaction. Recorded in transaction currency.	Use corresponding element of XBRL GL taxonomy.	ADC	Sales Contract Line		Charged			ADC	Transaction TaxN			2				0	n
Sales	35	BBIE	SAL Contracts Details	13	Due Date	ADC_ Sales Contract Line. Due. Date	"The last requested delivery of products; for example, when an order is delivered in multiple batches, this field refers to the time for the delivery of the last batch."		ADC	Sales Contract Line		Due		Date			Date	%10c	1				1	1
Sales	35	BBIE	SAL Contracts Details	14	Status	ADC_ Sales Contract Line. Status	"The status of the sales contract. EXAMPLE New, save, submit and frozen."		ADC	Sales Contract Line		Status		Text			String	%30s	2				0	1
Sales	35	RBIE	SAL Contracts Details	15	Business Segment X	ADC_ Sales Contract Line. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Sales Contract Line		X			ADC	Business Segment	String	%25s	1				1	n
Sales	36	ABIE	SAL Orders	0		ADC_ Sales Order. Details	"Table 76 contains summary information of sales orders pertinent to orders placed during the period under review. Sales orders are included in the three-way match procedures, which control the decision process for AR entries. The file will record for each sales order."		ADC	Sales Order													0	n
Sales	36	IDBIE	SAL Orders	1	Sales Order ID	ADC_ Sales Order. ID	The unique identifier for the sales order. Typically auto-generated by the system.	"gl-cor:documentReference with gl-cor:documentType = ""order- customer"""	ADC	Sales Order		Identification		Identifier			String	%100s	1	PK			1	1
Sales	36	BBIE	SAL Orders	2	Sales Order Number	ADC_ Sales Order. Sales Order Number. Code	The number of the sales order. This number is generated either by manual input or by the system.	gl-cor:documentNumber	ADC	Sales Order		Sales Order Number		Code			String	%100s	1				1	1
Sales	36	RBIE	SAL Orders	3	Fiscal Period	ADC_ Sales Order. Fiscal Year. ADC_ Fiscal Period	"Accounting period in which the Sales_Order_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table."	gl-bus:fiscalYearEnd	ADC	Sales Order		Fiscal Year			ADC	Fiscal Period	String	%4c	1	REF	Fiscal_Year	BAS_Accounting_Period	1	1
Sales	36	BBIE	SAL Orders	4	Sales Order Type Name	ADC_ Sales Order. Sales Order Name	"The name of the order in sales activities. The types of sales orders are usually allocated by users of the system according to different business needs; for example, some enterprises will be configured as non-contract orders, trial orders, factory orders and store orders."		ADC	Sales Order		Sales Order Name		Name			String	%80s	1				1	1
Sales	36	BBIE	SAL Orders	5	Sales Order Date	ADC_ Sales Order. Order Date	"The date of signing the sales order. It is the effective date of the sales order, not the system created date. The sales order of a certain period is counted based on the effective date."	gl-cor:documentDate	ADC	Sales Order		Order Date		Date			Date	%10c	1				1	1
Sales	36	RBIE	SAL Orders	6	Sales Organization Code	ADC_ Sales Order. Sales Organization. ADC_ Business Segment	The unique code of the sales organization which signed the order. Shall match the Business_Segment_Code in the BAS_Business_Segment table.	gl-bus:organizationIdentifier	ADC	Sales Order		Sales Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Sales	36	RBIE	SAL Orders	7	Salesperson ID	ADC_ Sales Order. Salesperson. ADC_ Employee	The unique identifier for the salesperson. Shall match the Employee_ID in the BAS_Employee table.		ADC	Sales Order		Salesperson			ADC	Employee	String	%60s	2	REF	Employee_ID	BAS_Employee	0	1
Sales	36	RBIE	SAL Orders	8	Customer Account ID	ADC_ Sales Order. Receiving. ADC_ Customer	The unique identifier for the receiving customer. Typically autogenerated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.	"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""	ADC	Sales Order		Receiving			ADC	Customer	String	%100s	1	REF	Customer_Account_ID	BAS_Customer	1	1
Sales	36	RBIE	SAL Orders	9	Settlement Method Code	ADC_ Sales Order. Settlement Method. ADC_ Settlement Method	"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table."		ADC	Sales Order		Settlement Method			ADC	Settlement Method	String	%60s	1	REF	Settlement_Method_Code	BAS_Settlement_Method	1	1
Sales	36	RBIE	SAL Orders	10	Payment Term Code	ADC_ Sales Order. Payment Term. ADC_ Payment Term	"The code of the payment term. Shall match the Payment_Term_Code in the BAS_Payment_Term table; for example, cash on delivery, payment 30 days after delivery date."		ADC	Sales Order		Payment Term			ADC	Payment Term	String	%80s	1	REF	Payment_Term_Code	BAS_Payment_Term	1	1
Sales	36	ASBIE	SAL Orders	11	Order Transaction Amount	ADC_ Sales Order. Order. ADC_ Transaction Currency Amount	The sales monetary amount recorded in transaction currency.	gl-muc:multicurrencyDetail	ADC	Sales Order		Order			ADC	Transaction Currency Amount			1				1	1
Sales	36	ASBIE	SAL Orders	12	Activity Records	ADC_ Sales Order. Recorded. ADC_ Activity Records	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Sales Order		Recorded			ADC	Activity Records			1				1	1
Sales	36	BBIE	SAL Orders	13	Status	ADC_ Sales Order. Status	"The status of the sales order. EXAMPLE The order has been shipped (goods on the way), the order has been collected, and the order has been completed."		ADC	Sales Order		Status		Text			String	%30s	2				0	1
Sales	36	BBIE	SAL Orders	14	Remark	ADC_ Sales Order. Remark	Freeform text description.	gl-cor:entryComment	ADC	Sales Order		Remark		Text			String	%500s	1				1	1
Sales	36	RBIE	SAL Orders	15	Business Segment X	ADC_ Sales Order. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Sales Order		X			ADC	Business Segment	String	%25s	1				1	n
Sales	36	ASBIE	SAL Orders	16	Sales Order Line	ADC_ Sales Order Line. Definrd. ADC_ Sales Order Line	"Line item details for sales orders are contained in Table 78. Each line includes product, quantity, due date, price per unit, trading amount and settlement organization. The file will record for each sales order line item. Multiple types of products may be presented in one sales order. Additionally, different shippers and settlement organization may be assigned by each order line."		ADC	Sales Order Line		Definrd			ADC	Sales Order Line							1	n
Sales	37	ABIE	SAL Orders Details	0		ADC_ Sales Order Line. Details	"Line item details for sales orders are contained in Table 78. Each line includes product, quantity, due date, price per unit, trading amount and settlement organization. The file will record for each sales order line item. Multiple types of products may be presented in one sales order. Additionally, different shippers and settlement organization may be assigned by each order line."		ADC	Sales Order Line													0	n
Sales	37	RBIE	SAL Orders Details	1	Sales Order ID	ADC_ Sales Order Line. Detail to Summary. ADC_ Sales Order	The unique identifier for the sales order. Typically auto-generated by the system. Shall match the Sales_Order_ID in the SAL_Orders table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Sales Order Line		Detail to Summary			ADC	Sales Order	String	%100s	1	REF	Sales_Order_ID	SAL_Orders	1	1
Sales	37	IDBIE	SAL Orders Details	2	Sales Order Line ID	ADC_ Sales Order Line. ID	The unique identifier for a sales order line. Typically auto-generated by the system.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Sales Order Line		Identification		Identifier			String	%60s	1	PK			1	1
Sales	37	BBIE	SAL Orders Details	3	Sales Order Line Number	ADC_ Sales Order Line. Line Number. Code	The line number of the sales order. This number is generated either by manual input or by the system.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Sales Order Line		Line Number		Code			String	%10s	1				1	1
Sales	37	RBIE	SAL Orders Details	4	Sales Contract ID	ADC_ Sales Order Line. Detail to Summary. ADC_ Sales Contract	The unique identifier for the sales contract. Typically auto-generated by the system. May be set to NULL if there is no sales contract. Otherwise shall match the Sales_Contract_ID in the SAL_Contracts_Details table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Sales Order Line		Detail to Summary			ADC	Sales Contract	String	%60s	1	REF	Sales_Contract_ID	SAL_Contracts_Details	1	1
Sales	37	RBIE	SAL Orders Details	5	Sales Contract Line ID	ADC_ Sales Order Line. Corresponding. ADC_ Sales Contract Line	The unique identifier for a sales contract line. Typically auto-generated by the system. Shall match the Sales_Contract_Line_ID in the SAL_Contracts_Details table.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Sales Order Line		Corresponding			ADC	Sales Contract Line	String	%60s	1	REF	Sales_Contract_Line_ID	SAL_Contracts_Details	1	1
Sales	37	ASBIE	SAL Orders Details	6	Payer ID	ADC_ Sales Order Line. Payer. ADC_ User	"The unique identifier for the payer. Typically auto-generated by the system. There are different purchase models in the group company; for example, centralized purchase, decentralized payment, decentralization of procurement and centralized payment. If the sales order customer adopts the centralized purchasing model, the customer may be a group company, and the settlement organization may be a subsidiary company of the group company. The customer name and the name of the payment customer may be different."	Use corresponding element of XBRL GL taxonomy.	ADC	Sales Order Line		Payer			ADC	User			1				1	1
Sales	37	RBIE	SAL Orders Details	7	Settlement Organization Code	ADC_ Sales Order Line. Settlement Organization. ADC_ Business Segment	"The unique code of the settlement organization. Both parties have settlement unit code, which is used to identify an organization for sales order settlement. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Sales Order Line		Settlement Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Sales	37	RBIE	SAL Orders Details	8	Dispatch Organization Code	ADC_ Sales Order Line. Dispatch Organization. ADC_ Business Segment	The unique code of the dispatch organization. The dispatch unit refers to the unit who sends out goods unit belonging to the seller. Shall match the Business_Segment_Code in the BAS_Business_Segment table.	gl-bus:organizationIdentifier	ADC	Sales Order Line		Dispatch Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Sales	37	BBIE	SAL Orders Details	9	Due Date	ADC_ Sales Order Line. Due. Date	"The last requested delivery of products. When an order is delivered in multiple batches, this field refers to the time for the delivery of the last batch."		ADC	Sales Order Line		Due		Date			Date	%10c	1				1	1
Sales	37	ASBIE	SAL Orders Details	10	Basic UOM Quantity	ADC_ Sales Order Line. Basic Unit Of Measure Quantity. ADC_ Measurement Unit	The quantity by basic measurement unit.	gl-bus:measurableUnitOfMeasure	ADC	Sales Order Line	Basic	Quantity			ADC	Measurement Quantity			1				1	1
Sales	37	ASBIE	SAL Orders Details	12	Sales Order Line Quantity	ADC_ Sales Order Line. Quantity. ADC_ Measurement Quantity	The quantity of the sales order line by the measurement unit in sales order line.	gl-bus:measurableQuantity	ADC	Sales Order Line		Quantity			ADC	Measurement Quantity			1				1	1
Sales	37	BBIE	SAL Orders Details	14	Tax Exclude Unit Price	ADC_ Sales Order Line. Tax Exclude Unit Price. Amount	The unit price (excluding tax) in transaction currency.	gl-bus:measurableCostPerUnit	ADC	Sales Order Line		Tax Exclude Unit Price		Amount			Decimal	%22.8f	1				1	1
Sales	37	BBIE	SAL Orders Details	15	Tax Include Unit Price	ADC_ Sales Order Line. Tax Include Unit Price. Amount	The unit price (including tax) in transaction currency.	gl-bus:measurableCostPerUnit	ADC	Sales Order Line		Tax Include Unit Price		Amount			Decimal	%22.8f	1				1	1
