seq,module,ObjectClassTermQualifier,ObjectClassTerm,num,Kind,Name,Occurrence,PropertyTerm,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassQualifier,ReferencedObjectClass,Description,DictionaryEntryName,Table,PK_REF,RefField,RefTable,Datatype,Representation,XBRLGL
1424,Ledger Entrues,,Cash Received,0,ABIE,Cash Received,0..n,Details,,,,,,"The information on all payment transactions received during the period is contained in Table 63. Cash means any type of receipt received including checks, wire transfers and cash.",Cash Received. Details,AR Cash Received,,,,,,
1425,Ledger Entrues,,Cash Received,1,IDBIE,Receipt ID,1..1,Identification,Identifier,,,,,The unique identifier for the transaction of cash received. Typically auto-generated by the system.,,AR Cash Received,PK,,,String,%60s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1426,Ledger Entrues,,Cash Received,2,BBIE,Receipt Number,1..1,Receipt Number,Code,,,,,"The number of the cash received, from which AR is derived. This number is generated either by manual input or by the system.",Cash Received. Receipt Number. Code,AR Cash Received,,,,String,%100s,gl-cor:documentNumber
1427,Ledger Entrues,,Cash Received,3,RFBIE,Customer Account ID,1..1,Payer,,,,,Customer,The unique identifier for the customer from whom payment is received or to whom credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Cash Received. Payer. Customer,AR Cash Received,REF,Customer_Account_ID,BAS_Customer,String,%100s,gl-cor:identifierCode with gl-cor:identifierType = payer
1428,Ledger Entrues,,Cash Received,4,RFBIE,Sales Contract ID,0..1,Originating,,,,,Sales Contract,"The unique identifier for the sales contract, from which AR is derived. Typically auto-generated by the system. May be set to NULL, if no transaction is related to Sales_Contract_ID. Otherwise shall match the Sales_Contract_ID in the SAL_Contracts table.",Cash Received. Originating. Sales Contract,AR Cash Received,REF,Sales_Contract_ID,SAL_Contracts,String,%60s,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
1429,Ledger Entrues,,Cash Received,5,RFBIE,Project ID,0..1,Originating,,,,,Project,"The unique identifier for the project, from which AR is derived. Typically auto-generated by the system. May be set to NULL, if no transaction is related to Project_ID. Otherwise shall match the Project_ID in the BAS_Project table.",Cash Received. Originating. Project,AR Cash Received,REF,Project_ID,BAS_Project,String,%60s,
1430,Ledger Entrues,,Cash Received,6,RFBIE,Journal ID,0..1,Corresponding,,,,,General Ledger Line,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Cash Received. Corresponding. General Ledger Line,AR Cash Received,REF,Journal_ID,GL_Details,String,%100s,"Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1431,Ledger Entrues,,Cash Received,7,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Receipt_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Cash Received. Defined. Fiscal Period,AR Cash Received,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
1432,Ledger Entrues,,Cash Received,8,BBIE,Receipt Date,1..1,Receipt,Date,,,,,"The receipt date of the account receivable by the customer. For example, the received date of check, wire transfer and cash.",Cash Received. Receipt. Date,AR Cash Received,,,,Date,%10c,gl-bus:documentReceivedDate
1433,Ledger Entrues,,Cash Received,9,RFBIE,Settlement Method Code,1..1,Settlement Method,,,,,Settlement Method,"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",Cash Received. Settlement Method. Settlement Method,AR Cash Received,REF,Settlement_Method_Code,BAS_Settlement_Method,String,%60s,
1434,Ledger Entrues,,Cash Received,10,BBIE,Reference Number,1..1,Reference Number,Code,,,,,"The number of an internally or externally generated transaction; for example, check number, wire transfer number, or original document ID.",Cash Received. Reference Number. Code,AR Cash Received,,,,String,%100s,gl-cor:documentNumber
1435,Ledger Entrues,,Cash Received,11,BBIE,Reference Date,1..1,Reference Date,Date,,,,,"The date on an internally or externally generated transaction; for example, check date or wire transfer date.",Cash Received. Reference Date. Date,AR Cash Received,,,,Date,%10c,gl-cor:documentDate
1436,Ledger Entrues,,Cash Received,12,ASBIE,Multicurrrency Amount,1..1,Monetary Amount,,,Multi Currency Amount,,,Transaction monetary amount recorded in the multi currency.,Cash Received. Monetary Amount. Multi Currency Amount,AR Cash Received,,,,,,gl-muc:multicurrencyDetail
1437,Ledger Entrues,,Cash Received,13,BBIE,Amount Credit Debit Indicator,1..1,Credit Debit Indicator,Indicator,,,,,This indicates whether the amount is a credit or a debit. EXAMPLE C=credit; D=debit.,Cash Received. Credit Debit Indicator. Indicator,AR Cash Received,,,,String,%1c,gl-cor:debitCreditCode
1438,Ledger Entrues,,Cash Received,14,BBIE,Remark,0..1,Remark,Text,,,,,Freeform text description.,Cash Received. Remark. Text,AR Cash Received,,,,String,%500s,gl-cor:entryComment
1439,Ledger Entrues,,Cash Received,15,RFBIE,choice: GL Debit/Credit Account Number,1..1,GL Account Number,,,,,Chart Of Accounts,The GL account number on which the debit/credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Cash Received. GL Account Number. Chart Of Accounts,AR Cash Received,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID with gl-cor:accountPurposeDescription = debit-value in a second account structure
1440,Ledger Entrues,,Cash Received,17,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",Cash Received. Recorded. Activity Records,AR Cash Received,,,,,,Use corresponding element of XBRL GL taxonomy.
1441,Ledger Entrues,,Cash Received,18,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Cash Received. X. Business Segment,AR Cash Received,,,,String,%25s,gl-bus:organizationIdentifier
1442,Ledger Entrues,,Accounts Receivable Cash Application,0,ABIE,Accounts Receivable Cash Application,0..n,Details,,,,,,"The information of all cash receipts applied against the invoice during the period under review is contained in Table 65. The file will record for each application of cash receipt to an invoice. For example, if a cash receipt was applied to three invoices, there will be three records for that receipt, one for each of the invoices to which the cash was applied. In the context of this process, cash means any type of receipt received including checks, wire transfers and cash.",AR Cash Application. Details,AR Cash Application,,,,,,
1443,Ledger Entrues,,Accounts Receivable Cash Application,1,IDBIE,Accounts Receivable Application ID,1..1,Identification,Identifier,,,,,The unique identifier for the application of cash from a receipt to each invoice. Typically auto-generated by the system.,,AR Cash Application,PK,,,String,%100s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1444,Ledger Entrues,,Accounts Receivable Cash Application,2,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the  AR_Application_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",AR Cash Application. Defined. Fiscal Period,AR Cash Application,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
1445,Ledger Entrues,,Accounts Receivable Cash Application,3,BBIE,Accounts Receivable Application Date,1..1,Application,Date,,,,,"The date of the cash application transaction, regardless of the date the transaction is created.",AR Cash Application. Application. Date,AR Cash Application,,,,Date,%10c,gl-cor:documentDate
1446,Ledger Entrues,,Accounts Receivable Cash Application,4,RFBIE,Customer Account ID,1..1,Payer,,,,,Customer,The unique identifier for the customer from whom payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,AR Cash Application. Payer. Customer,AR Cash Application,REF,Customer_Account_ID,BAS_Customer,String,%100s,gl-cor:identifierCode with gl-cor:identifierType = customer
1447,Ledger Entrues,,Accounts Receivable Cash Application,5,RFBIE,Receipt ID,1..1,Originating,,,,,Cash Received,"The unique identifier for the transactional document, from which AR is derived. Typically autogenerated by the system. Shall match the Receipt_ID in the AR_Cash_Received table.",AR Cash Application. Originating. Cash Received,AR Cash Application,REF,Receipt_ID,AR_Cash_Received,String,%60s,gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = check*
1448,Ledger Entrues,,Accounts Receivable Cash Application,6,RFBIE,Invoice ID,1..1,Originating,,,,,Invoice Generated,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",AR Cash Application. Originating. Invoice Generated,AR Cash Application,REF,Invoice_ID,SAL_Invoices_Generated,String,%60s,gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = invoice*
1449,Ledger Entrues,,Accounts Receivable Cash Application,7,RFBIE,Settlement Method Code,1..1,Settlement Method,,,,,Settlement Method,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",AR Cash Application. Settlement Method. Settlement Method,AR Cash Application,REF,Settlement_Method_Code,Settlement_Method,String,%60s,
1450,Ledger Entrues,,Accounts Receivable Cash Application,8,ASBIE,Multicurrrency Amount,1..1,Monetary Amount,,,Multi Currency Amount,,,Transaction monetary amount recorded in the functional or group currency. No multi-currency translation should be performed on this amount because all transactions are recorded in a single currency.,AR Cash Application. Monetary Amount. Multi Currency Amount,AR Cash Application,,,,,,gl-muc:multicurrencyDetail
1451,Ledger Entrues,,Accounts Receivable Cash Application,9,BBIE,Remark,0..1,Remark,Text,,,,,Freeform text description.,AR Cash Application. Remark. Text,AR Cash Application,,,,String,%500s,gl-cor:entryComment
